"matricula";"ano_matriculacion";"color";"num_plazas";"km";"marca";"modelo";"categoria";"tipo_combustible"
"QHO0368";"2009";"AZUL";"7";"53040.00000";"Ford";"Tourneo Custom";"MONOVOLÚMENES";"DIESEL"
"ECV9155";"2017";"AZUL";"7";"32944.00000";"Ford";"Tourneo Custom";"MONOVOLÚMENES";"HIDRÓGENO"
"NEG8093";"2019";"AZUL";"7";"91270.00000";"Ford";"Tourneo Custom";"MONOVOLÚMENES";"GLP"
"GNT3237";"2011";"AZUL";"5";"88948.00000";"Ford";"Tourneo Custom";"MONOVOLÚMENES";"GLP"
"LJK0959";"2018";"AZUL";"5";"88933.00000";"Galloper";"Santamo";"MONOVOLÚMENES";"GLP"
"CKT5448";"2012";"AZUL";"5";"67898.00000";"Galloper";"Santamo";"LUJO";"DIESEL"
"TPU0961";"2002";"AZUL";"5";"84159.00000";"Galloper";"Santamo";"ECONÓMICA";"HIDRÓGENO"
"SPW5104";"2010";"AZUL";"5";"32879.00000";"Galloper";"Santamo";"LUJO";"ELÉCTRICO"
"WWQ6910";"2008";"AZUL";"5";"50349.00000";"Galloper";"Super Exceed";"ECONÓMICA";"HIDRÓGENO"
"TWB7342";"2013";"AZUL";"7";"47435.00000";"Galloper";"Super Exceed";"MONOVOLÚMENES";"GASOLINA"
"EAR3245";"2000";"AZUL";"5";"49338.00000";"Honda";"Accord";"ECONÓMICA";"GLP"
"OUF8334";"2019";"AZUL";"5";"46099.00000";"Honda";"Accord";"COMPACTA";"ELÉCTRICO"
"LOM7203";"2011";"AZUL";"7";"34535.00000";"Honda";"Civic";"MONOVOLÚMENES";"HIDRÓGENO"
"BEQ6172";"2002";"AZUL";"5";"75738.00000";"Honda";"Civic";"MEDIANA";"GN"
"VDG7093";"2019";"AZUL";"5";"37804.00000";"Honda";"Civic";"FAMILIAR";"HIDRÓGENO"
"GUI1727";"2019";"AZUL";"5";"92615.00000";"Honda";"Civic";"SUV";"ELÉCTRICO"
"EAP9979";"2010";"AZUL";"5";"10325.00000";"Honda";"Civic";"MEDIANA";"HIDRÓGENO"
"OTB1469";"2009";"AZUL";"5";"54220.00000";"Honda";"Civic";"MINI";"GASOLINA"
"KNI1663";"2010";"AZUL";"5";"9986.00000";"Honda";"Crx";"MEDIANA";"GLP"
"XTB0114";"2012";"AZUL";"5";"13272.00000";"Honda";"Crx";"COMPACTA";"ELÉCTRICO"
"NAP1010";"2010";"AZUL";"5";"77696.00000";"Honda";"Crx";"MEDIANA";"HIDRÓGENO"
"BVZ3887";"2018";"AZUL";"5";"45272.00000";"Honda";"Crx";"COMPACTA";"HÍBRIDO"
"AMG9810";"2019";"AZUL";"5";"92771.00000";"Honda";"Crx";"SUV";"ELÉCTRICO"
"PXW5916";"2014";"AZUL";"5";"49244.00000";"Honda";"Crx";"COMPACTA";"GN"
"YUA8069";"2014";"AZUL";"5";"18360.00000";"Honda";"Prelude";"ECONÓMICA";"HIDRÓGENO"
"XDY4107";"2019";"AZUL";"5";"36366.00000";"Honda";"Prelude";"LUJO";"GLP"
"MDE5238";"2004";"AZUL";"5";"66390.00000";"Honda";"Prelude";"LUJO";"ELÉCTRICO"
"RIS6657";"2014";"AZUL";"5";"5200.00000";"Honda";"Prelude";"FAMILIAR";"HÍBRIDO"
"MWU5991";"2002";"AZUL";"5";"7860.00000";"Honda";"Prelude";"MEDIANA";"GASOLINA"
"ZBI6845";"2010";"AZUL";"5";"54581.00000";"Honda";"Prelude";"MINI";"GASOLINA"
"BTN3171";"2009";"AZUL";"5";"98266.00000";"Honda";"Prelude";"DESCAPOTABLES";"HIDRÓGENO"
"PGN8322";"2010";"AZUL";"7";"32414.00000";"Honda";"Prelude";"MONOVOLÚMENES";"HIDRÓGENO"
"DRX5713";"2006";"AZUL";"5";"25060.00000";"Honda";"Prelude";"SUV";"HIDRÓGENO"
"BRG2107";"2012";"AZUL";"5";"36697.00000";"Honda";"Prelude";"LUJO";"GLP"
"TKR2186";"2015";"AZUL";"5";"96811.00000";"Honda";"Nsx";"DESCAPOTABLES";"GLP"
"BAX6066";"2011";"AZUL";"5";"34474.00000";"Honda";"Nsx";"LUJO";"GASOLINA"
"QPY0217";"2008";"AZUL";"7";"73683.00000";"Honda";"Nsx";"MONOVOLÚMENES";"HÍBRIDO"
"YJX4334";"2009";"AZUL";"5";"75055.00000";"Honda";"Nsx";"MEDIANA";"GASOLINA"
"HWI1682";"2013";"AZUL";"5";"26032.00000";"Honda";"Nsx";"SUV";"HÍBRIDO"
"JUS3411";"2003";"AZUL";"5";"64353.00000";"Honda";"Nsx";"DESCAPOTABLES";"HIDRÓGENO"
"XAJ7664";"2004";"AZUL";"5";"87667.00000";"Honda";"Nsx";"MINI";"GASOLINA"
"WNY2242";"2018";"AZUL";"5";"57347.00000";"Honda";"Legend";"MONOVOLÚMENES";"GLP"
"LUP7753";"2003";"AZUL";"5";"55215.00000";"Honda";"Legend";"MINI";"GASOLINA"
"ADP7533";"2006";"AZUL";"5";"93032.00000";"Honda";"Legend";"SUV";"HÍBRIDO"
"NVN2639";"2005";"AZUL";"7";"67831.00000";"Honda";"Legend";"MONOVOLÚMENES";"HIDRÓGENO"
"RAC4891";"2002";"AZUL";"5";"84348.00000";"Honda";"Legend";"ECONÓMICA";"HIDRÓGENO"
"EHX7603";"2007";"AZUL";"5";"16641.00000";"Honda";"Legend";"ECONÓMICA";"GLP"
"TTN3979";"2006";"AZUL";"5";"15437.00000";"Honda";"Legend";"COMPACTA";"DIESEL"
"IWH9757";"2015";"AZUL";"5";"51928.00000";"Honda";"Crv";"ECONÓMICA";"HIDRÓGENO"
"GSY5689";"2006";"AZUL";"5";"16362.00000";"Honda";"Crv";"COMPACTA";"GN"
"QHO9793";"2019";"AZUL";"5";"14745.00000";"Honda";"Crv";"COMPACTA";"GASOLINA"
"KLB9447";"2003";"AZUL";"5";"55184.00000";"Honda";"Crv";"MINI";"GASOLINA"
"WNZ4082";"2010";"AZUL";"5";"77828.00000";"Honda";"Crv";"MEDIANA";"HIDRÓGENO"
"OIC4615";"2001";"AZUL";"5";"95384.00000";"Honda";"Crv";"SUV";"GASOLINA"
"VAN5231";"2018";"AZUL";"7";"44691.00000";"Honda";"Crv";"MONOVOLÚMENES";"ELÉCTRICO"
"ZRL1318";"2008";"AZUL";"5";"4998.00000";"Honda";"Crv";"FAMILIAR";"HIDRÓGENO"
"PYX7872";"2001";"AZUL";"5";"6043.00000";"Honda";"Crv";"FAMILIAR";"HÍBRIDO"
"FAL2658";"2004";"AZUL";"5";"34660.00000";"Honda";"Hrv";"LUJO";"ELÉCTRICO"
"TBD5193";"2019";"AZUL";"5";"69109.00000";"Honda";"Hrv";"LUJO";"DIESEL"
"FWS9579";"2006";"AZUL";"5";"37307.00000";"Honda";"Hrv";"LUJO";"GLP"
"NFO1747";"2007";"AZUL";"7";"26405.00000";"Honda";"Hrv";"MONOVOLÚMENES";"GLP"
"PIV2517";"2008";"AZUL";"5";"50337.00000";"Honda";"Logo";"ECONÓMICA";"GN"
"EJG2231";"2008";"AZUL";"9";"50857.00000";"Honda";"Logo";"MONOVOLÚMENES";"GASOLINA"
"KZQ3565";"2018";"AZUL";"5";"34679.00000";"Honda";"Logo";"LUJO";"ELÉCTRICO"
"LHB4893";"2011";"AZUL";"5";"56763.00000";"Honda";"Logo";"MONOVOLÚMENES";"GN"
"CHC6789";"2002";"AZUL";"5";"99104.00000";"Honda";"Logo";"DESCAPOTABLES";"HIDRÓGENO"
"GLO4481";"2006";"AZUL";"5";"48102.00000";"Honda";"Logo";"COMPACTA";"GASOLINA"
"JWI1094";"2012";"AZUL";"5";"58702.00000";"Honda";"Logo";"SUV";"HIDRÓGENO"
"ZGH7577";"2007";"AZUL";"5";"95136.00000";"Honda";"Logo";"SUV";"GASOLINA"
"GGL5258";"2013";"AZUL";"7";"16515.00000";"Honda";"Logo";"MONOVOLÚMENES";"GASOLINA"
"PUG8452";"2013";"AZUL";"5";"25657.00000";"Honda";"Logo";"SUV";"HIDRÓGENO"
"ZIQ2174";"2016";"AZUL";"5";"76733.00000";"Honda";"Logo";"MEDIANA";"GN"
"LQW3146";"2018";"AZUL";"9";"66772.00000";"Honda";"Logo";"MONOVOLÚMENES";"HIDRÓGENO"
"EDD2643";"2002";"AZUL";"5";"53472.00000";"Honda";"S2000";"ECONÓMICA";"HÍBRIDO"
"CNH9506";"2018";"AZUL";"5";"13636.00000";"Honda";"S2000";"COMPACTA";"HÍBRIDO"
"AHL3361";"2016";"AZUL";"7";"86471.00000";"Honda";"S2000";"MONOVOLÚMENES";"GASOLINA"
"DKO6382";"2010";"AZUL";"5";"77714.00000";"Honda";"S2000";"MEDIANA";"GLP"
"HFE2448";"2017";"AZUL";"5";"79178.00000";"Honda";"S2000";"MEDIANA";"HIDRÓGENO"
"VCA8853";"2018";"AZUL";"5";"44394.00000";"Honda";"S2000";"MEDIANA";"GLP"
"WFJ2983";"2002";"AZUL";"5";"30949.00000";"Honda";"Stream";"DESCAPOTABLES";"GLP"
"UEP4203";"2011";"AZUL";"5";"58029.00000";"Honda";"Stream";"MONOVOLÚMENES";"GLP"
"EIG2381";"2010";"AZUL";"5";"10888.00000";"Honda";"Stream";"MEDIANA";"GLP"
"UBX4145";"2009";"AZUL";"5";"30621.00000";"Honda";"Jazz";"DESCAPOTABLES";"GN"
"PMO3029";"2014";"AZUL";"5";"17460.00000";"Honda";"Jazz";"ECONÓMICA";"GLP"
"USD6591";"2013";"AZUL";"5";"37962.00000";"Honda";"Jazz";"LUJO";"GLP"
"UOJ3362";"2002";"AZUL";"5";"97391.00000";"Honda";"Jazz";"DESCAPOTABLES";"GLP"
"FTE5258";"2009";"AZUL";"5";"75365.00000";"Honda";"Jazz";"FAMILIAR";"GASOLINA"
"IEZ4145";"2005";"AZUL";"5";"12848.00000";"Honda";"Jazz";"MEDIANA";"HIDRÓGENO"
"UIJ8747";"2007";"AZUL";"5";"26725.00000";"Honda";"Frv";"SUV";"HÍBRIDO"
"WRV1107";"2010";"AZUL";"5";"77395.00000";"Honda";"Frv";"MEDIANA";"GN"
"WVK6109";"2008";"AZUL";"5";"73711.00000";"Honda";"Frv";"FAMILIAR";"HÍBRIDO"
"ZAF1037";"2011";"AZUL";"5";"34444.00000";"Honda";"Frv";"LUJO";"ELÉCTRICO"
"LXF4205";"2005";"AZUL";"5";"12768.00000";"Honda";"Frv";"MEDIANA";"HIDRÓGENO"
"FFL5449";"2002";"AZUL";"7";"74691.00000";"Honda";"Frv";"MONOVOLÚMENES";"HÍBRIDO"
"IGJ0001";"2008";"AZUL";"5";"75143.00000";"Honda";"Frv";"FAMILIAR";"ELÉCTRICO"
"QPC7205";"2010";"AZUL";"5";"77561.00000";"Honda";"Concerto";"MEDIANA";"GN"
"RXO1695";"2017";"AZUL";"5";"10134.00000";"Honda";"Insight";"MEDIANA";"DIESEL"
"UKP8246";"2014";"AZUL";"5";"73144.00000";"Honda";"Insight";"FAMILIAR";"HIDRÓGENO"
"SLA8061";"2016";"AZUL";"5";"86952.00000";"Honda";"Insight";"ECONÓMICA";"HÍBRIDO"
"CNH9810";"2012";"AZUL";"5";"13632.00000";"Honda";"Insight";"MEDIANA";"HÍBRIDO"
"ZHO9781";"2016";"AZUL";"5";"76864.00000";"Honda";"Crz";"MEDIANA";"GASOLINA"
"YKC3339";"2009";"AZUL";"5";"85955.00000";"Honda";"Crz";"ECONÓMICA";"HIDRÓGENO"
"JVA7528";"2005";"AZUL";"5";"59184.00000";"Hummer";"H2";"MONOVOLÚMENES";"GLP"
"DRY7732";"2010";"AZUL";"5";"86679.00000";"Hummer";"H2";"ECONÓMICA";"HIDRÓGENO"
"ALF7127";"2015";"AZUL";"5";"28793.00000";"Hummer";"H2";"SUV";"ELÉCTRICO"
"DQR6843";"2011";"AZUL";"5";"58348.00000";"Hummer";"H2";"MONOVOLÚMENES";"GLP"
"BZR5285";"2017";"AZUL";"7";"79433.00000";"Hummer";"H2";"MONOVOLÚMENES";"ELÉCTRICO"
"NKL0810";"2013";"AZUL";"9";"48401.00000";"Hummer";"H3";"MONOVOLÚMENES";"ELÉCTRICO"
"YPC7204";"2020";"AZUL";"5";"47995.00000";"Hummer";"H3";"COMPACTA";"HÍBRIDO"
"MQQ4082";"2009";"AZUL";"5";"85124.00000";"Hummer";"H3";"ECONÓMICA";"GLP"
"WGT1056";"2016";"AZUL";"5";"8219.00000";"Hummer";"H3";"FAMILIAR";"ELÉCTRICO"
"QNP4491";"2007";"AZUL";"7";"18242.00000";"Hummer";"H3";"MONOVOLÚMENES";"GASOLINA"
"MYH5846";"2018";"AZUL";"5";"91064.00000";"Hummer";"H3";"MINI";"GN"
"JBD5108";"2017";"AZUL";"5";"78628.00000";"Hummer";"H3";"MEDIANA";"GLP"
"EZK1461";"2019";"AZUL";"9";"37805.00000";"Hummer";"H3";"MONOVOLÚMENES";"HIDRÓGENO"
"EEM9902";"2002";"AZUL";"5";"52139.00000";"Hummer";"H3t";"ECONÓMICA";"GLP"
"UPR5525";"2012";"AZUL";"5";"69453.00000";"Hummer";"H3t";"LUJO";"ELÉCTRICO"
"SET2642";"2013";"AZUL";"5";"16737.00000";"Hummer";"H3t";"COMPACTA";"GASOLINA"
"MFO3610";"2011";"AZUL";"5";"57819.00000";"Hummer";"H3t";"MINI";"GN"
"VPK3223";"2018";"AZUL";"5";"44743.00000";"Hyundai";"Lantra";"MEDIANA";"DIESEL"
"IXO0531";"2008";"AZUL";"7";"73865.00000";"Hyundai";"Lantra";"MONOVOLÚMENES";"HÍBRIDO"
"TBD5261";"2016";"AZUL";"5";"85442.00000";"Hyundai";"Lantra";"ECONÓMICA";"GLP"
"OFL5434";"2020";"AZUL";"5";"16967.00000";"Hyundai";"Lantra";"COMPACTA";"GASOLINA"
"CYJ0128";"2009";"AZUL";"7";"53093.00000";"Hyundai";"Lantra";"MONOVOLÚMENES";"GASOLINA"
"UBZ7733";"2010";"AZUL";"7";"56730.00000";"Hyundai";"Sonata";"MONOVOLÚMENES";"DIESEL"
"RVE4472";"2001";"AZUL";"5";"28723.00000";"Hyundai";"Sonata";"SUV";"ELÉCTRICO"
"KNK4917";"2008";"AZUL";"5";"73487.00000";"Hyundai";"Sonata";"FAMILIAR";"HIDRÓGENO"
"HYU1094";"2008";"AZUL";"5";"74779.00000";"Hyundai";"Sonata";"FAMILIAR";"HÍBRIDO"
"XHS7362";"2001";"AZUL";"5";"5358.00000";"Hyundai";"Sonata";"LUJO";"GLP"
"MSD5937";"2012";"AZUL";"5";"36369.00000";"Hyundai";"Sonata";"LUJO";"ELÉCTRICO"
"UHD8781";"2019";"AZUL";"5";"25136.00000";"Hyundai";"Sonata";"MINI";"GN"
"IWK3431";"2003";"AZUL";"7";"78498.00000";"Hyundai";"Elantra";"MONOVOLÚMENES";"ELÉCTRICO"
"OSY5710";"2009";"AZUL";"5";"86067.00000";"Hyundai";"Elantra";"ECONÓMICA";"GLP"
"EJI5794";"2003";"AZUL";"7";"87036.00000";"Hyundai";"Elantra";"MONOVOLÚMENES";"GASOLINA"
"WLR1472";"2002";"AZUL";"9";"98971.00000";"Hyundai";"Accent";"MONOVOLÚMENES";"GLP"
"MWY1526";"2011";"AZUL";"5";"11461.00000";"Hyundai";"Accent";"MEDIANA";"DIESEL"
"NXA3548";"2012";"AZUL";"5";"46181.00000";"Hyundai";"Accent";"MEDIANA";"GLP"
"SUU5315";"2005";"AZUL";"5";"68049.00000";"Hyundai";"Accent";"DESCAPOTABLES";"HÍBRIDO"
"PYY9789";"2018";"AZUL";"5";"57676.00000";"Hyundai";"Accent";"MINI";"GASOLINA"
"YHQ3615";"2005";"AZUL";"5";"90131.00000";"Hyundai";"Accent";"MINI";"GASOLINA"
"HGL5192";"2009";"AZUL";"7";"86133.00000";"Hyundai";"Accent";"MONOVOLÚMENES";"GASOLINA"
"UBZ7610";"2019";"AZUL";"5";"14721.00000";"Hyundai";"Scoupe";"MEDIANA";"HIDRÓGENO"
"BFW8148";"2012";"AZUL";"5";"69591.00000";"Hyundai";"Scoupe";"LUJO";"ELÉCTRICO"
"QWI1526";"2010";"AZUL";"5";"65418.00000";"Hyundai";"Scoupe";"DESCAPOTABLES";"GN"
"DZM4734";"2019";"AZUL";"5";"70508.00000";"Hyundai";"Scoupe";"LUJO";"GASOLINA"
"KYQ3615";"2010";"AZUL";"5";"54933.00000";"Hyundai";"Scoupe";"ECONÓMICA";"HÍBRIDO"
"FEI0319";"2006";"AZUL";"7";"47675.00000";"Hyundai";"Scoupe";"MONOVOLÚMENES";"ELÉCTRICO"
"JUW9981";"2008";"AZUL";"5";"6866.00000";"Hyundai";"Scoupe";"FAMILIAR";"HIDRÓGENO"
"TDL7472";"2017";"AZUL";"5";"33934.00000";"Hyundai";"Coupe";"DESCAPOTABLES";"HIDRÓGENO"
"TLA7489";"2002";"AZUL";"5";"29443.00000";"Hyundai";"Coupe";"SUV";"ELÉCTRICO"
"AVA6998";"2000";"AZUL";"9";"17999.00000";"Hyundai";"Coupe";"MONOVOLÚMENES";"GASOLINA"
"RRL1296";"2011";"AZUL";"5";"57699.00000";"Hyundai";"Coupe";"MINI";"GASOLINA"
"FGP2126";"2006";"AZUL";"9";"93232.00000";"Hyundai";"Coupe";"MONOVOLÚMENES";"GN"
"UQV2787";"2008";"AZUL";"5";"51263.00000";"Hyundai";"Coupe";"COMPACTA";"GASOLINA"
"HIU1056";"2013";"AZUL";"7";"16984.00000";"Hyundai";"Coupe";"MONOVOLÚMENES";"ELÉCTRICO"
"WYE1073";"2011";"AZUL";"5";"58053.00000";"Hyundai";"Atos";"MINI";"GASOLINA"
"KUV7134";"2016";"AZUL";"7";"99295.00000";"Hyundai";"Atos";"MONOVOLÚMENES";"GLP"
"UBZ6225";"2017";"AZUL";"7";"64725.00000";"Hyundai";"Atos";"MONOVOLÚMENES";"GLP"
"MJI5656";"2010";"AZUL";"5";"10193.00000";"Hyundai";"H1";"FAMILIAR";"ELÉCTRICO"
"MGV3324";"2008";"AZUL";"5";"75121.00000";"Hyundai";"H1";"FAMILIAR";"HIDRÓGENO"
"RXM7959";"2018";"AZUL";"5";"35727.00000";"Hyundai";"H1";"DESCAPOTABLES";"HÍBRIDO"
"VNE3980";"2015";"AZUL";"5";"75831.00000";"Hyundai";"H1";"FAMILIAR";"HÍBRIDO"
"JWH8112";"2018";"AZUL";"5";"59527.00000";"Hyundai";"H1";"MONOVOLÚMENES";"GN"
"GSU7473";"2010";"AZUL";"7";"65764.00000";"Hyundai";"H1";"MONOVOLÚMENES";"GLP"
"TMD2655";"2005";"AZUL";"5";"92047.00000";"Hyundai";"H1";"MINI";"DIESEL"
"OQP1547";"2018";"AZUL";"5";"45800.00000";"Hyundai";"H1";"MEDIANA";"GN"
"EPN8316";"2018";"AZUL";"5";"68657.00000";"Hyundai";"Atos Prime";"DESCAPOTABLES";"HIDRÓGENO"
"IOW6584";"2016";"AZUL";"5";"86244.00000";"Hyundai";"Atos Prime";"COMPACTA";"GN"
"DRB3231";"2019";"AZUL";"7";"15658.00000";"Hyundai";"Atos Prime";"MONOVOLÚMENES";"ELÉCTRICO"
"AEV6599";"2018";"AZUL";"5";"67216.00000";"Hyundai";"Xg";"DESCAPOTABLES";"GLP"
"DHD8834";"2000";"AZUL";"7";"17974.00000";"Hyundai";"Xg";"MONOVOLÚMENES";"ELÉCTRICO"
"XPF4291";"2003";"AZUL";"5";"8743.00000";"Hyundai";"Xg";"FAMILIAR";"HÍBRIDO"
"ECW1105";"2006";"AZUL";"5";"15640.00000";"Hyundai";"Xg";"MEDIANA";"HÍBRIDO"
"GYY9635";"2017";"AZUL";"7";"88463.00000";"Hyundai";"Trajet";"MONOVOLÚMENES";"GASOLINA"
"URZ8244";"2016";"AZUL";"5";"53903.00000";"Hyundai";"Trajet";"ECONÓMICA";"GLP"
"YUE4715";"2006";"AZUL";"5";"38033.00000";"Hyundai";"Santa Fe";"LUJO";"GASOLINA"
"NDE5745";"2014";"AZUL";"5";"72403.00000";"Hyundai";"Santa Fe";"LUJO";"GASOLINA"
"YOB6984";"2008";"AZUL";"5";"74047.00000";"Hyundai";"Santa Fe";"LUJO";"GLP"
"VLV7146";"2018";"AZUL";"5";"67804.00000";"Hyundai";"Santa Fe";"DESCAPOTABLES";"GLP"
"NCX2570";"2020";"AZUL";"5";"39230.00000";"Hyundai";"Santa Fe";"LUJO";"DIESEL"
"ISN5107";"2007";"AZUL";"5";"96165.00000";"Hyundai";"Terracan";"SUV";"HÍBRIDO"
"EYE1106";"2008";"AZUL";"5";"96764.00000";"Hyundai";"Terracan";"SUV";"HÍBRIDO"
"LKP9571";"2008";"AZUL";"5";"52133.00000";"Hyundai";"Terracan";"COMPACTA";"GASOLINA"
"ASN5191";"2006";"AZUL";"5";"48768.00000";"Hyundai";"Terracan";"MEDIANA";"HIDRÓGENO"
"LCC3342";"2013";"AZUL";"5";"94308.00000";"Hyundai";"Matrix";"MONOVOLÚMENES";"GLP"
"SCI4251";"2007";"AZUL";"5";"94638.00000";"Hyundai";"Matrix";"MONOVOLÚMENES";"GLP"
"TAX4271";"2003";"AZUL";"5";"88043.00000";"Hyundai";"Matrix";"ECONÓMICA";"GLP"
"SZU9401";"2004";"AZUL";"5";"34303.00000";"Hyundai";"Matrix";"DESCAPOTABLES";"GLP"
"SGD8710";"2009";"AZUL";"5";"9386.00000";"Hyundai";"Matrix";"FAMILIAR";"HIDRÓGENO"
"WHW4323";"2014";"AZUL";"5";"27459.00000";"Hyundai";"Matrix";"MONOVOLÚMENES";"GLP"
"BWF4341";"2004";"AZUL";"5";"11730.00000";"Hyundai";"Matrix";"FAMILIAR";"GASOLINA"
"QEY2112";"2009";"AZUL";"5";"53925.00000";"Hyundai";"Matrix";"COMPACTA";"GLP"
"OWR8891";"2003";"AZUL";"7";"78078.00000";"Hyundai";"Matrix";"MONOVOLÚMENES";"HÍBRIDO"
"EDE5923";"2014";"AZUL";"5";"50997.00000";"Hyundai";"Getz";"COMPACTA";"ELÉCTRICO"
"JWF5851";"2000";"AZUL";"9";"72289.00000";"Hyundai";"Getz";"MONOVOLÚMENES";"HIDRÓGENO"
"OCR1701";"2008";"AZUL";"5";"5997.00000";"Hyundai";"Getz";"LUJO";"GASOLINA"
"UAV9374";"2004";"AZUL";"5";"12680.00000";"Hyundai";"Getz";"MEDIANA";"GASOLINA"
"RLE6691";"2003";"AZUL";"5";"55558.00000";"Hyundai";"Getz";"ECONÓMICA";"HIDRÓGENO"
"HPF1243";"2011";"AZUL";"9";"89221.00000";"Hyundai";"Tucson";"MONOVOLÚMENES";"GASOLINA"
"KHE1037";"2003";"AZUL";"5";"86180.00000";"Hyundai";"I30";"COMPACTA";"GASOLINA"
"QVG7931";"2019";"AZUL";"5";"69334.00000";"Hyundai";"I30";"DESCAPOTABLES";"HIDRÓGENO"
"FLQ9618";"2013";"AZUL";"5";"39208.00000";"Hyundai";"I30";"LUJO";"GASOLINA"
"RSL1440";"2015";"AZUL";"5";"29574.00000";"Hyundai";"I30";"MONOVOLÚMENES";"HIDRÓGENO"
"JLC1472";"2002";"AZUL";"5";"99721.00000";"Hyundai";"I30";"SUV";"DIESEL"
"BRF0682";"2014";"AZUL";"5";"95598.00000";"Hyundai";"I30";"MONOVOLÚMENES";"HIDRÓGENO"
"CQZ9621";"2020";"AZUL";"5";"49068.00000";"Hyundai";"I30";"MEDIANA";"HIDRÓGENO"
"UMY3579";"2010";"AZUL";"5";"79607.00000";"Hyundai";"Pony";"FAMILIAR";"GASOLINA"
"ZKE6690";"2008";"AZUL";"5";"97128.00000";"Hyundai";"Pony";"SUV";"HÍBRIDO"
"GVJ4818";"2012";"AZUL";"5";"68821.00000";"Hyundai";"Pony";"DESCAPOTABLES";"GLP"
"FRU9219";"2001";"AZUL";"5";"74860.00000";"Hyundai";"Pony";"LUJO";"GLP"
"PDT5195";"2013";"AZUL";"5";"94189.00000";"Hyundai";"Pony";"MINI";"GN"
"NSY7616";"2009";"AZUL";"5";"9414.00000";"Hyundai";"Pony";"FAMILIAR";"HIDRÓGENO"
"OPL3225";"2018";"AZUL";"5";"58082.00000";"Hyundai";"Grandeur";"ECONÓMICA";"ELÉCTRICO"
"XNW9776";"2019";"AZUL";"5";"37715.00000";"Hyundai";"Grandeur";"DESCAPOTABLES";"HÍBRIDO"
"JVE3831";"2012";"AZUL";"7";"46255.00000";"Hyundai";"Grandeur";"MONOVOLÚMENES";"HÍBRIDO"
"PNV6617";"2004";"AZUL";"7";"56587.00000";"Hyundai";"Grandeur";"MONOVOLÚMENES";"GASOLINA"
"CEP4469";"2013";"AZUL";"5";"26750.00000";"Hyundai";"Grandeur";"MINI";"GASOLINA"
"FXU3029";"2003";"AZUL";"5";"77295.00000";"Hyundai";"Grandeur";"FAMILIAR";"HÍBRIDO"
"PHP1919";"2006";"AZUL";"5";"94344.00000";"Hyundai";"Grandeur";"MINI";"GN"
"VLS1793";"2019";"AZUL";"5";"38243.00000";"Hyundai";"Grandeur";"DESCAPOTABLES";"ELÉCTRICO"
"PVH9826";"2011";"AZUL";"5";"58119.00000";"Hyundai";"I10";"ECONÓMICA";"ELÉCTRICO"
"GIW4544";"2016";"AZUL";"5";"31548.00000";"Hyundai";"I10";"SUV";"ELÉCTRICO"
"ZUA7601";"2008";"AZUL";"5";"75139.00000";"Hyundai";"I10";"LUJO";"GLP"
"OEE3283";"2006";"AZUL";"5";"25955.00000";"Hyundai";"I10";"ECONÓMICA";"GASOLINA"
"UFO2441";"2010";"AZUL";"5";"65582.00000";"Hyundai";"I10";"SUV";"ELÉCTRICO"
"EDF7887";"2004";"AZUL";"5";"34373.00000";"Hyundai";"I10";"DESCAPOTABLES";"GN"
"OWT1297";"2015";"AZUL";"5";"53028.00000";"Hyundai";"I10";"COMPACTA";"GASOLINA"
"YJD5382";"2014";"AZUL";"5";"49710.00000";"Hyundai";"I10";"MEDIANA";"HIDRÓGENO"
"MKM3028";"2008";"AZUL";"7";"6417.00000";"Hyundai";"I10";"MONOVOLÚMENES";"HIDRÓGENO"
"ZNR8106";"2009";"AZUL";"7";"30922.00000";"Hyundai";"I800";"MONOVOLÚMENES";"GN"
"MXA4818";"2017";"AZUL";"5";"10359.00000";"Hyundai";"I800";"FAMILIAR";"HIDRÓGENO"
"FLP6533";"2010";"AZUL";"5";"65585.00000";"Hyundai";"I800";"SUV";"ELÉCTRICO"
"UHD7028";"2013";"AZUL";"7";"25203.00000";"Hyundai";"I800";"MONOVOLÚMENES";"GASOLINA"
"HQG4453";"2018";"AZUL";"7";"37067.00000";"Hyundai";"I800";"MONOVOLÚMENES";"HIDRÓGENO"
"MIE9982";"2013";"AZUL";"5";"25465.00000";"Hyundai";"Sonata Fl";"ECONÓMICA";"ELÉCTRICO"
"GDB8991";"2003";"AZUL";"7";"55337.00000";"Hyundai";"Sonata Fl";"MONOVOLÚMENES";"GASOLINA"
"JSL1278";"2016";"AZUL";"7";"55715.00000";"Hyundai";"Sonata Fl";"MONOVOLÚMENES";"GASOLINA"
"XFI1083";"2004";"AZUL";"5";"90174.00000";"Hyundai";"Ix55";"ECONÓMICA";"HIDRÓGENO"
"JVB8917";"2003";"AZUL";"7";"56481.00000";"Hyundai";"Ix55";"MONOVOLÚMENES";"GASOLINA"
"YUB1089";"2017";"AZUL";"9";"78699.00000";"Hyundai";"Ix55";"MONOVOLÚMENES";"HÍBRIDO"
"OTE6396";"2001";"AZUL";"5";"29711.00000";"Hyundai";"Ix55";"MONOVOLÚMENES";"HIDRÓGENO"
"GPF3101";"2005";"AZUL";"5";"67796.00000";"Hyundai";"Ix55";"SUV";"DIESEL"
"IAB3531";"2003";"AZUL";"5";"9332.00000";"Hyundai";"Ix55";"LUJO";"GLP"
