"nombre_actor";"apellidos_actor";"titulo_pelicula";"anio_pelicula";"es_protagonista"
"JULIA";"BARRYMORE";"CONEHEADS SMOOCHY";"2006";"0"
"JULIA";"BARRYMORE";"DISCIPLE MOTHER";"2006";"0"
"JULIA";"BARRYMORE";"EFFECT GLADIATOR";"2006";"0"
"JULIA";"BARRYMORE";"GASLIGHT CRUSADE";"2006";"0"
"JULIA";"BARRYMORE";"GROUNDHOG UNCUT";"2006";"0"
"JULIA";"BARRYMORE";"JERK PAYCHECK";"2006";"0"
"JULIA";"BARRYMORE";"LAMBS CINCINATTI";"2006";"0"
"JULIA";"BARRYMORE";"MIGHTY LUCK";"2006";"0"
"JULIA";"BARRYMORE";"PELICAN COMFORTS";"2006";"0"
"JULIA";"BARRYMORE";"ROAD ROXANNE";"2006";"0"
"JULIA";"BARRYMORE";"ROCK INSTINCT";"2006";"0"
"JULIA";"BARRYMORE";"SCISSORHANDS SLUMS";"2006";"0"
"JULIA";"BARRYMORE";"SECRETARY ROUGE";"2006";"0"
"JULIA";"BARRYMORE";"SHINING ROSES";"2006";"0"
"JULIA";"BARRYMORE";"SHOOTIST SUPERFLY";"2006";"0"
"JULIA";"BARRYMORE";"TROOPERS METAL";"2006";"0"
"JULIA";"BARRYMORE";"UNFAITHFUL KILL";"2006";"0"
"JULIA";"BARRYMORE";"UNFORGIVEN ZOOLANDER";"2006";"0"
"JULIA";"BARRYMORE";"VIRGIN DAISY";"2006";"0"
"JULIA";"BARRYMORE";"WIFE TURN";"2006";"0"
"JULIA";"FAWCETT";"BERETS AGENT";"2006";"0"
"JULIA";"FAWCETT";"BOILED DARES";"2006";"0"
"JULIA";"FAWCETT";"CHISUM BEHAVIOR";"2006";"0"
"JULIA";"FAWCETT";"CLOSER BANG";"2006";"0"
"JULIA";"FAWCETT";"DAY UNFAITHFUL";"2006";"0"
"JULIA";"FAWCETT";"HOPE TOOTSIE";"2006";"0"
"JULIA";"FAWCETT";"LUKE MUMMY";"2006";"0"
"JULIA";"FAWCETT";"MULAN MOON";"2006";"0"
"JULIA";"FAWCETT";"OPUS ICE";"2006";"0"
"JULIA";"FAWCETT";"POLLOCK DELIVERANCE";"2006";"0"
"JULIA";"FAWCETT";"RIDGEMONT SUBMARINE";"2006";"0"
"JULIA";"FAWCETT";"SHANGHAI TYCOON";"2006";"0"
"JULIA";"FAWCETT";"SHAWSHANK BUBBLE";"2006";"0"
"JULIA";"FAWCETT";"THEORY MERMAID";"2006";"0"
"JULIA";"FAWCETT";"WAIT CIDER";"2006";"0"
"JULIA";"MCQUEEN";"AMADEUS HOLY";"2006";"0"
"JULIA";"MCQUEEN";"ARABIA DOGMA";"2006";"0"
"JULIA";"MCQUEEN";"BONNIE HOLOCAUST";"2006";"0"
"JULIA";"MCQUEEN";"CIDER DESIRE";"2006";"0"
"JULIA";"MCQUEEN";"CONEHEADS SMOOCHY";"2006";"0"
"JULIA";"MCQUEEN";"EFFECT GLADIATOR";"2006";"0"
"JULIA";"MCQUEEN";"FREDDY STORM";"2006";"0"
"JULIA";"MCQUEEN";"GAMES BOWFINGER";"2006";"0"
"JULIA";"MCQUEEN";"GLADIATOR WESTWARD";"2006";"0"
"JULIA";"MCQUEEN";"HANOVER GALAXY";"2006";"0"
"JULIA";"MCQUEEN";"HIGH ENCINO";"2006";"0"
"JULIA";"MCQUEEN";"INSIDER ARIZONA";"2006";"0"
"JULIA";"MCQUEEN";"JAWBREAKER BROOKLYN";"2006";"0"
"JULIA";"MCQUEEN";"KISS GLORY";"2006";"0"
"JULIA";"MCQUEEN";"KRAMER CHOCOLATE";"2006";"0"
"JULIA";"MCQUEEN";"LUCKY FLYING";"2006";"0"
"JULIA";"MCQUEEN";"MOCKINGBIRD HOLLYWOOD";"2006";"0"
"JULIA";"MCQUEEN";"MONTEREY LABYRINTH";"2006";"0"
"JULIA";"MCQUEEN";"OPEN AFRICAN";"2006";"0"
"JULIA";"MCQUEEN";"PILOT HOOSIERS";"2006";"0"
"JULIA";"MCQUEEN";"PITTSBURGH HUNCHBACK";"2006";"0"
"JULIA";"MCQUEEN";"PRESIDENT BANG";"2006";"0"
"JULIA";"MCQUEEN";"SCORPION APOLLO";"2006";"0"
"JULIA";"MCQUEEN";"SLEEPLESS MONSOON";"2006";"0"
"JULIA";"MCQUEEN";"SPIRIT FLINTSTONES";"2006";"0"
"JULIA";"MCQUEEN";"STRANGERS GRAFFITI";"2006";"0"
"JULIA";"MCQUEEN";"SWEETHEARTS SUSPECTS";"2006";"0"
"JULIA";"MCQUEEN";"TELEMARK HEARTBREAKERS";"2006";"0"
"JULIA";"MCQUEEN";"TIES HUNGER";"2006";"0"
"JULIA";"MCQUEEN";"TRAIN BUNCH";"2006";"0"
"JULIA";"MCQUEEN";"WEEKEND PERSONAL";"2006";"0"
"JULIA";"MCQUEEN";"WONKA SEA";"2006";"0"
"JULIA";"MCQUEEN";"YOUNG LANGUAGE";"2006";"0"
"JULIA";"ZELLWEGER";"BREAKFAST GOLDFINGER";"2006";"0"
"JULIA";"ZELLWEGER";"CRANES RESERVOIR";"2006";"0"
"JULIA";"ZELLWEGER";"DARES PLUTO";"2006";"0"
"JULIA";"ZELLWEGER";"DETECTIVE VISION";"2006";"0"
"JULIA";"ZELLWEGER";"DIVORCE SHINING";"2006";"0"
"JULIA";"ZELLWEGER";"HOLLOW JEOPARDY";"2006";"0"
"JULIA";"ZELLWEGER";"JEOPARDY ENCINO";"2006";"0"
"JULIA";"ZELLWEGER";"LAMBS CINCINATTI";"2006";"0"
"JULIA";"ZELLWEGER";"MAJESTIC FLOATS";"2006";"0"
"JULIA";"ZELLWEGER";"MINDS TRUMAN";"2006";"0"
"JULIA";"ZELLWEGER";"OPEN AFRICAN";"2006";"0"
"JULIA";"ZELLWEGER";"OUTLAW HANKY";"2006";"0"
"JULIA";"ZELLWEGER";"PANKY SUBMARINE";"2006";"0"
"JULIA";"ZELLWEGER";"RIDER CADDYSHACK";"2006";"0"
"JULIA";"ZELLWEGER";"WON DARES";"2006";"0"
"JULIA";"ZELLWEGER";"WYOMING STORM";"2006";"0"
"JULIANNE";"DENCH";"ADAPTATION HOLES";"2006";"0"
"JULIANNE";"DENCH";"ATLANTIS CAUSE";"2006";"0"
"JULIANNE";"DENCH";"BERETS AGENT";"2006";"0"
"JULIANNE";"DENCH";"BULL SHAWSHANK";"2006";"0"
"JULIANNE";"DENCH";"CHOCOLATE DUCK";"2006";"0"
"JULIANNE";"DENCH";"CINCINATTI WHISPERER";"2006";"0"
"JULIANNE";"DENCH";"COWBOY DOOM";"2006";"0"
"JULIANNE";"DENCH";"DESIRE ALIEN";"2006";"0"
"JULIANNE";"DENCH";"DISTURBING SCARFACE";"2006";"0"
"JULIANNE";"DENCH";"DOUBLE WRATH";"2006";"0"
"JULIANNE";"DENCH";"DOUBTFIRE LABYRINTH";"2006";"0"
"JULIANNE";"DENCH";"DYNAMITE TARZAN";"2006";"0"
"JULIANNE";"DENCH";"ENOUGH RAGING";"2006";"0"
"JULIANNE";"DENCH";"HONEY TIES";"2006";"0"
"JULIANNE";"DENCH";"HUNTING MUSKETEERS";"2006";"0"
"JULIANNE";"DENCH";"HYSTERICAL GRAIL";"2006";"0"
"JULIANNE";"DENCH";"JEDI BENEATH";"2006";"0"
"JULIANNE";"DENCH";"JEEPERS WEDDING";"2006";"0"
"JULIANNE";"DENCH";"KARATE MOON";"2006";"0"
"JULIANNE";"DENCH";"KRAMER CHOCOLATE";"2006";"0"
"JULIANNE";"DENCH";"LORD ARIZONA";"2006";"0"
"JULIANNE";"DENCH";"MIGHTY LUCK";"2006";"0"
"JULIANNE";"DENCH";"MILE MULAN";"2006";"0"
"JULIANNE";"DENCH";"MODERN DORADO";"2006";"0"
"JULIANNE";"DENCH";"MONTEREY LABYRINTH";"2006";"0"
"JULIANNE";"DENCH";"REQUIEM TYCOON";"2006";"0"
"JULIANNE";"DENCH";"RIDGEMONT SUBMARINE";"2006";"0"
"JULIANNE";"DENCH";"SHEPHERD MIDSUMMER";"2006";"0"
"JULIANNE";"DENCH";"SUICIDES SILENCE";"2006";"0"
"JULIANNE";"DENCH";"TITANIC BOONDOCK";"2006";"0"
"JULIANNE";"DENCH";"UNTOUCHABLES SUNRISE";"2006";"0"
"JULIANNE";"DENCH";"WORKER TARZAN";"2006";"0"
"KARL";"BERRY";"ALLEY EVOLUTION";"2006";"0"
"KARL";"BERRY";"ALONE TRIP";"2006";"0"
"KARL";"BERRY";"ARABIA DOGMA";"2006";"0"
"KARL";"BERRY";"ARIZONA BANG";"2006";"0"
"KARL";"BERRY";"BOUND CHEAPER";"2006";"0"
"KARL";"BERRY";"BOWFINGER GABLES";"2006";"0"
"KARL";"BERRY";"BUNCH MINDS";"2006";"0"
"KARL";"BERRY";"CLEOPATRA DEVIL";"2006";"0"
"KARL";"BERRY";"CONNECTICUT TRAMP";"2006";"0"
"KARL";"BERRY";"DARES PLUTO";"2006";"0"
"KARL";"BERRY";"DATE SPEED";"2006";"0"
"KARL";"BERRY";"DAY UNFAITHFUL";"2006";"0"
"KARL";"BERRY";"DOORS PRESIDENT";"2006";"0"
"KARL";"BERRY";"FURY MURDER";"2006";"0"
"KARL";"BERRY";"HARDLY ROBBERS";"2006";"0"
"KARL";"BERRY";"HIGHBALL POTTER";"2006";"0"
"KARL";"BERRY";"HOLES BRANNIGAN";"2006";"0"
"KARL";"BERRY";"INDEPENDENCE HOTEL";"2006";"0"
"KARL";"BERRY";"LEATHERNECKS DWARFS";"2006";"0"
"KARL";"BERRY";"LUCKY FLYING";"2006";"0"
"KARL";"BERRY";"MONTEREY LABYRINTH";"2006";"0"
"KARL";"BERRY";"NOVOCAINE FLIGHT";"2006";"0"
"KARL";"BERRY";"OKLAHOMA JUMANJI";"2006";"0"
"KARL";"BERRY";"PERFECT GROOVE";"2006";"0"
"KARL";"BERRY";"REAP UNFAITHFUL";"2006";"0"
"KARL";"BERRY";"REUNION WITCHES";"2006";"0"
"KARL";"BERRY";"SMOKING BARBARELLA";"2006";"0"
"KARL";"BERRY";"STAGECOACH ARMAGEDDON";"2006";"0"
"KARL";"BERRY";"SWEDEN SHINING";"2006";"0"
"KARL";"BERRY";"TELEMARK HEARTBREAKERS";"2006";"0"
"KARL";"BERRY";"VIRGINIAN PLUTO";"2006";"0"
"KENNETH";"HOFFMAN";"AGENT TRUMAN";"2006";"0"
"KENNETH";"HOFFMAN";"BLACKOUT PRIVATE";"2006";"0"
"KENNETH";"HOFFMAN";"BRANNIGAN SUNRISE";"2006";"0"
"KENNETH";"HOFFMAN";"DOUBTFIRE LABYRINTH";"2006";"0"
"KENNETH";"HOFFMAN";"DOZEN LION";"2006";"0"
"KENNETH";"HOFFMAN";"EVE RESURRECTION";"2006";"0"
"KENNETH";"HOFFMAN";"FAMILY SWEET";"2006";"0"
"KENNETH";"HOFFMAN";"FLYING HOOK";"2006";"0"
"KENNETH";"HOFFMAN";"GANGS PRIDE";"2006";"0"
"KENNETH";"HOFFMAN";"GRACELAND DYNAMITE";"2006";"0"
"KENNETH";"HOFFMAN";"HANOVER GALAXY";"2006";"0"
"KENNETH";"HOFFMAN";"HORROR REIGN";"2006";"0"
"KENNETH";"HOFFMAN";"LABYRINTH LEAGUE";"2006";"0"
"KENNETH";"HOFFMAN";"MASSAGE IMAGE";"2006";"0"
"KENNETH";"HOFFMAN";"METAL ARMAGEDDON";"2006";"0"
"KENNETH";"HOFFMAN";"ODDS BOOGIE";"2006";"0"
"KENNETH";"HOFFMAN";"ORDER BETRAYED";"2006";"0"
"KENNETH";"HOFFMAN";"PERSONAL LADYBUGS";"2006";"0"
"KENNETH";"HOFFMAN";"PREJUDICE OLEANDER";"2006";"0"
"KENNETH";"HOFFMAN";"RESURRECTION SILVERADO";"2006";"0"
"KENNETH";"HOFFMAN";"SECRETS PARADISE";"2006";"0"
"KENNETH";"HOFFMAN";"SNATCHERS MONTEZUMA";"2006";"0"
"KENNETH";"HOFFMAN";"STOCK GLASS";"2006";"0"
"KENNETH";"HOFFMAN";"STORM HAPPINESS";"2006";"0"
"KENNETH";"HOFFMAN";"TOMATOES HELLFIGHTERS";"2006";"0"
"KENNETH";"HOFFMAN";"TORQUE BOUND";"2006";"0"
"KENNETH";"HOFFMAN";"WAKE JAWS";"2006";"0"
"KENNETH";"HOFFMAN";"WRATH MILE";"2006";"0"
"KENNETH";"HOFFMAN";"ZHIVAGO CORE";"2006";"0"
"KENNETH";"PALTROW";"ALIEN CENTER";"2006";"0"
"KENNETH";"PALTROW";"BORN SPINAL";"2006";"0"
"KENNETH";"PALTROW";"CADDYSHACK JEDI";"2006";"0"
"KENNETH";"PALTROW";"DADDY PITTSBURGH";"2006";"0"
"KENNETH";"PALTROW";"DIVINE RESURRECTION";"2006";"0"
"KENNETH";"PALTROW";"EXCITEMENT EVE";"2006";"0"
"KENNETH";"PALTROW";"FALCON VOLUME";"2006";"0"
"KENNETH";"PALTROW";"FEATHERS METAL";"2006";"0"
"KENNETH";"PALTROW";"GRAFFITI LOVE";"2006";"0"
"KENNETH";"PALTROW";"HANGING DEEP";"2006";"0"
"KENNETH";"PALTROW";"ILLUSION AMELIE";"2006";"0"
"KENNETH";"PALTROW";"INTOLERABLE INTENTIONS";"2006";"0"
"KENNETH";"PALTROW";"LONELY ELEPHANT";"2006";"0"
"KENNETH";"PALTROW";"MUSSOLINI SPOILERS";"2006";"0"
"KENNETH";"PALTROW";"REDEMPTION COMFORTS";"2006";"0"
"KENNETH";"PALTROW";"REEF SALUTE";"2006";"0"
"KENNETH";"PALTROW";"SANTA PARIS";"2006";"0"
"KENNETH";"PALTROW";"SHOW LORD";"2006";"0"
"KENNETH";"PALTROW";"SUNDANCE INVASION";"2006";"0"
"KENNETH";"PALTROW";"TAXI KICK";"2006";"0"
"KENNETH";"PALTROW";"TROUBLE DATE";"2006";"0"
"KENNETH";"PESCI";"AFFAIR PREJUDICE";"2006";"0"
"KENNETH";"PESCI";"BIRDCAGE CASPER";"2006";"0"
"KENNETH";"PESCI";"BOONDOCK BALLROOM";"2006";"0"
"KENNETH";"PESCI";"CATCH AMISTAD";"2006";"0"
"KENNETH";"PESCI";"COMMAND DARLING";"2006";"0"
"KENNETH";"PESCI";"CROSSROADS CASUALTIES";"2006";"0"
"KENNETH";"PESCI";"DISTURBING SCARFACE";"2006";"0"
"KENNETH";"PESCI";"FARGO GANDHI";"2006";"0"
"KENNETH";"PESCI";"MOURNING PURPLE";"2006";"0"
"KENNETH";"PESCI";"NEMO CAMPUS";"2006";"0"
"KENNETH";"PESCI";"PEAK FOREVER";"2006";"0"
"KENNETH";"PESCI";"REAR TRADING";"2006";"0"
"KENNETH";"PESCI";"SHAWSHANK BUBBLE";"2006";"0"
"KENNETH";"PESCI";"SONG HEDWIG";"2006";"0"
"KENNETH";"PESCI";"STALLION SUNDANCE";"2006";"0"
"KENNETH";"PESCI";"TEMPLE ATTRACTION";"2006";"0"
"KENNETH";"PESCI";"TRAP GUYS";"2006";"0"
"KENNETH";"PESCI";"USUAL UNTOUCHABLES";"2006";"0"
"KENNETH";"PESCI";"VICTORY ACADEMY";"2006";"0"
"KENNETH";"PESCI";"WEREWOLF LOLA";"2006";"0"
"KENNETH";"TORN";"ALI FOREVER";"2006";"0"
"KENNETH";"TORN";"BEAST HUNCHBACK";"2006";"0"
"KENNETH";"TORN";"BIRDCAGE CASPER";"2006";"0"
"KENNETH";"TORN";"CARRIE BUNCH";"2006";"0"
"KENNETH";"TORN";"CITIZEN SHREK";"2006";"0"
"KENNETH";"TORN";"CROSSROADS CASUALTIES";"2006";"0"
"KENNETH";"TORN";"DANCING FEVER";"2006";"0"
"KENNETH";"TORN";"DETECTIVE VISION";"2006";"0"
"KENNETH";"TORN";"EARTH VISION";"2006";"0"
"KENNETH";"TORN";"EGYPT TENENBAUMS";"2006";"0"
"KENNETH";"TORN";"FLAMINGOS CONNECTICUT";"2006";"0"
"KENNETH";"TORN";"FLATLINERS KILLER";"2006";"0"
"KENNETH";"TORN";"FRIDA SLIPPER";"2006";"0"
"KENNETH";"TORN";"GHOST GROUNDHOG";"2006";"0"
"KENNETH";"TORN";"HARPER DYING";"2006";"0"
"KENNETH";"TORN";"HOMICIDE PEACH";"2006";"0"
"KENNETH";"TORN";"INDEPENDENCE HOTEL";"2006";"0"
"KENNETH";"TORN";"JACKET FRISCO";"2006";"0"
"KENNETH";"TORN";"JAPANESE RUN";"2006";"0"
"KENNETH";"TORN";"LEAGUE HELLFIGHTERS";"2006";"0"
"KENNETH";"TORN";"LESSON CLEOPATRA";"2006";"0"
"KENNETH";"TORN";"LIES TREATMENT";"2006";"0"
"KENNETH";"TORN";"LOST BIRD";"2006";"0"
"KENNETH";"TORN";"LUCKY FLYING";"2006";"0"
"KENNETH";"TORN";"MAGNIFICENT CHITTY";"2006";"0"
"KENNETH";"TORN";"MAIDEN HOME";"2006";"0"
"KENNETH";"TORN";"RAIDERS ANTITRUST";"2006";"0"
"KENNETH";"TORN";"RAINBOW SHOCK";"2006";"0"
"KENNETH";"TORN";"REMEMBER DIARY";"2006";"0"
"KENNETH";"TORN";"SEATTLE EXPECATIONS";"2006";"0"
"KENNETH";"TORN";"SHIP WONDERLAND";"2006";"0"
"KENNETH";"TORN";"VOLUME HOUSE";"2006";"0"
"KENNETH";"TORN";"WORKING MICROCOSMOS";"2006";"0"
"KEVIN";"BLOOM";"AMERICAN CIRCUS";"2006";"0"
"KEVIN";"BLOOM";"BOOGIE AMELIE";"2006";"0"
"KEVIN";"BLOOM";"CITIZEN SHREK";"2006";"0"
"KEVIN";"BLOOM";"CONQUERER NUTS";"2006";"0"
"KEVIN";"BLOOM";"DALMATIONS SWEDEN";"2006";"0"
"KEVIN";"BLOOM";"DATE SPEED";"2006";"0"
"KEVIN";"BLOOM";"DESTINY SATURDAY";"2006";"0"
"KEVIN";"BLOOM";"DOUBLE WRATH";"2006";"0"
"KEVIN";"BLOOM";"FICTION CHRISTMAS";"2006";"0"
"KEVIN";"BLOOM";"HATE HANDICAP";"2006";"0"
"KEVIN";"BLOOM";"HEAVENLY GUN";"2006";"0"
"KEVIN";"BLOOM";"HOLES BRANNIGAN";"2006";"0"
"KEVIN";"BLOOM";"LOVERBOY ATTACKS";"2006";"0"
"KEVIN";"BLOOM";"MASSAGE IMAGE";"2006";"0"
"KEVIN";"BLOOM";"MISSION ZOOLANDER";"2006";"0"
"KEVIN";"BLOOM";"MUMMY CREATURES";"2006";"0"
"KEVIN";"BLOOM";"POLISH BROOKLYN";"2006";"0"
"KEVIN";"BLOOM";"PRIMARY GLASS";"2006";"0"
"KEVIN";"BLOOM";"SABRINA MIDNIGHT";"2006";"0"
"KEVIN";"BLOOM";"SWEDEN SHINING";"2006";"0"
"KEVIN";"BLOOM";"TROUBLE DATE";"2006";"0"
"KEVIN";"GARLAND";"ARGONAUTS TOWN";"2006";"0"
"KEVIN";"GARLAND";"BABY HALL";"2006";"0"
"KEVIN";"GARLAND";"BACKLASH UNDEFEATED";"2006";"0"
"KEVIN";"GARLAND";"BLADE POLISH";"2006";"0"
"KEVIN";"GARLAND";"CAPER MOTIONS";"2006";"0"
"KEVIN";"GARLAND";"CHICAGO NORTH";"2006";"0"
"KEVIN";"GARLAND";"CLOCKWORK PARADISE";"2006";"0"
"KEVIN";"GARLAND";"DADDY PITTSBURGH";"2006";"0"
"KEVIN";"GARLAND";"ENOUGH RAGING";"2006";"0"
"KEVIN";"GARLAND";"FREAKY POCUS";"2006";"0"
"KEVIN";"GARLAND";"GHOST GROUNDHOG";"2006";"0"
"KEVIN";"GARLAND";"GOLDFINGER SENSIBILITY";"2006";"0"
"KEVIN";"GARLAND";"GRIT CLOCKWORK";"2006";"0"
"KEVIN";"GARLAND";"GUNFIGHT MOON";"2006";"0"
"KEVIN";"GARLAND";"HEAVENLY GUN";"2006";"0"
"KEVIN";"GARLAND";"INFORMER DOUBLE";"2006";"0"
"KEVIN";"GARLAND";"MAKER GABLES";"2006";"0"
"KEVIN";"GARLAND";"MICROCOSMOS PARADISE";"2006";"0"
"KEVIN";"GARLAND";"MYSTIC TRUMAN";"2006";"0"
"KEVIN";"GARLAND";"NATURAL STOCK";"2006";"0"
"KEVIN";"GARLAND";"ORANGE GRAPES";"2006";"0"
"KEVIN";"GARLAND";"RAGE GAMES";"2006";"0"
"KEVIN";"GARLAND";"RESURRECTION SILVERADO";"2006";"0"
"KEVIN";"GARLAND";"RULES HUMAN";"2006";"0"
"KEVIN";"GARLAND";"SATISFACTION CONFIDENTIAL";"2006";"0"
"KEVIN";"GARLAND";"SCORPION APOLLO";"2006";"0"
"KEVIN";"GARLAND";"SHOW LORD";"2006";"0"
"KEVIN";"GARLAND";"SONG HEDWIG";"2006";"0"
"KEVIN";"GARLAND";"STALLION SUNDANCE";"2006";"0"
"KEVIN";"GARLAND";"STING PERSONAL";"2006";"0"
"KEVIN";"GARLAND";"TRIP NEWTON";"2006";"0"
"KEVIN";"GARLAND";"WAIT CIDER";"2006";"0"
"KEVIN";"GARLAND";"WESTWARD SEABISCUIT";"2006";"0"
"KIM";"ALLEN";"ARMAGEDDON LOST";"2006";"0"
"KIM";"ALLEN";"BUTTERFLY CHOCOLAT";"2006";"0"
"KIM";"ALLEN";"CARIBBEAN LIBERTY";"2006";"0"
"KIM";"ALLEN";"CLASH FREDDY";"2006";"0"
"KIM";"ALLEN";"CLEOPATRA DEVIL";"2006";"0"
"KIM";"ALLEN";"DOORS PRESIDENT";"2006";"0"
"KIM";"ALLEN";"EXORCIST STING";"2006";"0"
"KIM";"ALLEN";"HARPER DYING";"2006";"0"
"KIM";"ALLEN";"HEARTBREAKERS BRIGHT";"2006";"0"
"KIM";"ALLEN";"INDEPENDENCE HOTEL";"2006";"0"
"KIM";"ALLEN";"JAPANESE RUN";"2006";"0"
"KIM";"ALLEN";"JINGLE SAGEBRUSH";"2006";"0"
"KIM";"ALLEN";"KARATE MOON";"2006";"0"
"KIM";"ALLEN";"LOLA AGENT";"2006";"0"
"KIM";"ALLEN";"MONSTER SPARTACUS";"2006";"0"
"KIM";"ALLEN";"NONE SPIKING";"2006";"0"
"KIM";"ALLEN";"NOTORIOUS REUNION";"2006";"0"
"KIM";"ALLEN";"ORANGE GRAPES";"2006";"0"
"KIM";"ALLEN";"PAST SUICIDES";"2006";"0"
"KIM";"ALLEN";"PATRIOT ROMAN";"2006";"0"
"KIM";"ALLEN";"POTLUCK MIXED";"2006";"0"
"KIM";"ALLEN";"RAINBOW SHOCK";"2006";"0"
"KIM";"ALLEN";"RESERVOIR ADAPTATION";"2006";"0"
"KIM";"ALLEN";"RUGRATS SHAKESPEARE";"2006";"0"
"KIM";"ALLEN";"SOUP WISDOM";"2006";"0"
"KIM";"ALLEN";"TITANS JERK";"2006";"0"
"KIM";"ALLEN";"UNFAITHFUL KILL";"2006";"0"
"KIM";"ALLEN";"WAIT CIDER";"2006";"0"
"KIRK";"JOVOVICH";"AMADEUS HOLY";"2006";"0"
"KIRK";"JOVOVICH";"ARTIST COLDBLOODED";"2006";"0"
"KIRK";"JOVOVICH";"BAREFOOT MANCHURIAN";"2006";"0"
"KIRK";"JOVOVICH";"BORROWERS BEDAZZLED";"2006";"0"
"KIRK";"JOVOVICH";"BULL SHAWSHANK";"2006";"0"
"KIRK";"JOVOVICH";"CHOCOLAT HARRY";"2006";"0"
"KIRK";"JOVOVICH";"CLUE GRAIL";"2006";"0"
"KIRK";"JOVOVICH";"CONSPIRACY SPIRIT";"2006";"0"
"KIRK";"JOVOVICH";"DOGMA FAMILY";"2006";"0"
"KIRK";"JOVOVICH";"ELEMENT FREDDY";"2006";"0"
"KIRK";"JOVOVICH";"FORRESTER COMANCHEROS";"2006";"0"
"KIRK";"JOVOVICH";"FURY MURDER";"2006";"0"
"KIRK";"JOVOVICH";"GLADIATOR WESTWARD";"2006";"0"
"KIRK";"JOVOVICH";"GREASE YOUTH";"2006";"0"
"KIRK";"JOVOVICH";"HEAVEN FREEDOM";"2006";"0"
"KIRK";"JOVOVICH";"INSIDER ARIZONA";"2006";"0"
"KIRK";"JOVOVICH";"LOST BIRD";"2006";"0"
"KIRK";"JOVOVICH";"MOSQUITO ARMAGEDDON";"2006";"0"
"KIRK";"JOVOVICH";"MULHOLLAND BEAST";"2006";"0"
"KIRK";"JOVOVICH";"MURDER ANTITRUST";"2006";"0"
"KIRK";"JOVOVICH";"NETWORK PEAK";"2006";"0"
"KIRK";"JOVOVICH";"RUSH GOODFELLAS";"2006";"0"
"KIRK";"JOVOVICH";"SPICE SORORITY";"2006";"0"
"KIRK";"JOVOVICH";"SPLENDOR PATTON";"2006";"0"
"KIRK";"JOVOVICH";"TUXEDO MILE";"2006";"0"
"KIRK";"JOVOVICH";"WARDROBE PHANTOM";"2006";"0"
"KIRSTEN";"AKROYD";"BOULEVARD MOB";"2006";"0"
"KIRSTEN";"AKROYD";"BRAVEHEART HUMAN";"2006";"0"
"KIRSTEN";"AKROYD";"BUCKET BROTHERHOOD";"2006";"0"
"KIRSTEN";"AKROYD";"BUGSY SONG";"2006";"0"
"KIRSTEN";"AKROYD";"CASABLANCA SUPER";"2006";"0"
"KIRSTEN";"AKROYD";"CHARADE DUFFEL";"2006";"0"
"KIRSTEN";"AKROYD";"DANGEROUS UPTOWN";"2006";"0"
"KIRSTEN";"AKROYD";"DEVIL DESIRE";"2006";"0"
"KIRSTEN";"AKROYD";"FRISCO FORREST";"2006";"0"
"KIRSTEN";"AKROYD";"GRINCH MASSAGE";"2006";"0"
"KIRSTEN";"AKROYD";"HOURS RAGE";"2006";"0"
"KIRSTEN";"AKROYD";"HURRICANE AFFAIR";"2006";"0"
"KIRSTEN";"AKROYD";"IMAGE PRINCESS";"2006";"0"
"KIRSTEN";"AKROYD";"ISHTAR ROCKETEER";"2006";"0"
"KIRSTEN";"AKROYD";"LABYRINTH LEAGUE";"2006";"0"
"KIRSTEN";"AKROYD";"LEAGUE HELLFIGHTERS";"2006";"0"
"KIRSTEN";"AKROYD";"MADIGAN DORADO";"2006";"0"
"KIRSTEN";"AKROYD";"MADNESS ATTACKS";"2006";"0"
"KIRSTEN";"AKROYD";"MAGIC MALLRATS";"2006";"0"
"KIRSTEN";"AKROYD";"MAKER GABLES";"2006";"0"
"KIRSTEN";"AKROYD";"MASSAGE IMAGE";"2006";"0"
"KIRSTEN";"AKROYD";"MEMENTO ZOOLANDER";"2006";"0"
"KIRSTEN";"AKROYD";"NECKLACE OUTBREAK";"2006";"0"
"KIRSTEN";"AKROYD";"PATHS CONTROL";"2006";"0"
"KIRSTEN";"AKROYD";"PLUTO OLEANDER";"2006";"0"
"KIRSTEN";"AKROYD";"PRIVATE DROP";"2006";"0"
"KIRSTEN";"AKROYD";"RAIDERS ANTITRUST";"2006";"0"
"KIRSTEN";"AKROYD";"REUNION WITCHES";"2006";"0"
"KIRSTEN";"AKROYD";"SKY MIRACLE";"2006";"0"
"KIRSTEN";"AKROYD";"SPEAKEASY DATE";"2006";"0"
"KIRSTEN";"AKROYD";"STAGECOACH ARMAGEDDON";"2006";"0"
"KIRSTEN";"AKROYD";"TIES HUNGER";"2006";"0"
"KIRSTEN";"AKROYD";"USUAL UNTOUCHABLES";"2006";"0"
"KIRSTEN";"AKROYD";"WORST BANGER";"2006";"0"
"KIRSTEN";"PALTROW";"AGENT TRUMAN";"2006";"0"
"KIRSTEN";"PALTROW";"BOONDOCK BALLROOM";"2006";"0"
"KIRSTEN";"PALTROW";"BORN SPINAL";"2006";"0"
"KIRSTEN";"PALTROW";"CHICKEN HELLFIGHTERS";"2006";"0"
"KIRSTEN";"PALTROW";"CLOSER BANG";"2006";"0"
"KIRSTEN";"PALTROW";"CONQUERER NUTS";"2006";"0"
